,tag,center,arch_type,eng_type,block,zone,cut,demo,projmask,blob2,demo-2,cut_mask,blob-mask
mfb_sw_panel_96_22_2,A-0,16582,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_23_1,A-0,16467,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_23_2,A-0,16584,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_24_1,A-0,16469,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_24_2,A-0,16586,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_25_1,A-0,16471,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_25_2,A-0,16588,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_26_1,A-0,16473,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_26_2,A-0,16590,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_27_1,A-0,16475,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_27_2,A-0,16592,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_28_1,A-0,16477,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_28_2,A-0,16594,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_29_1,A-0,16479,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_29_2,A-0,16596,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_96_30_1,A-0,16481,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_30_2,A-0,16598,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_31_1,A-0,16483,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_31_2,A-0,16600,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_32_1,A-0,16485,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_32_2,A-0,16602,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_33_1,A-0,16487,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_33_2,A-0,16604,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_96_34_1,E-1,16489,E,1,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_96_34_2,A-0,16606,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_96_35_1,A-0,16491,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_35_2,A-0,16608,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_36_1,A-0,16493,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_36_2,A-0,16610,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_37_1,A-0,16495,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_37_2,E-1,16612,E,1,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_38_1,A-0,16497,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_38_2,A-0,16614,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_39_1,A-0,16499,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_39_2,A-0,16616,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_40_1,A-0,16501,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_40_2,A-0,16618,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_41_1,A-0,16503,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_41_2,A-0,16620,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_42_1,A-0,16505,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_42_2,A-0,16622,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_43_1,A-0,16507,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_43_2,A-0,16624,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_44_1,E-1,16509,E,1,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_96_44_2,A-0,16626,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_45_1,A-0,16511,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_45_2,A-0,16628,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_46_1,E-1,16513,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_46_2,A-0,16630,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_47_1,A-0,16515,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_47_2,A-0,16632,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_48_1,A-0,16517,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_48_2,A-0,16634,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_96_49_1,D-1,16519,D,1,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_49_2,A-0,16636,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_50_1,A-0,16521,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_50_2,A-0,16638,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_51_1,C-0,16523,C,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_51_2,A-0,16640,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_52_1,A-0,16525,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_52_2,A-0,16642,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_53_1,A-0,16527,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_53_2,A-0,16644,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_54_1,A-0,16529,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_54_2,A-0,16646,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_55_1,A-0,16531,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_96_55_2,C-0,16648,C,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_96_56_1,A-0,16533,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_96_56_2,A-0,16650,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_96_57_1,A-0,16535,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_96_57_2,A-0,16652,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_96_58_1,A-0,23981,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_96_58_2,A-0,23981,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_97_0_1,A-0,16539,A,0,SW,L2,1,1,1,1,1,1,1
mfb_sw_panel_97_0_2,A-0,16654,A,0,SW,L2,0,1,2,1,1,0,1
mfb_sw_panel_97_1_1,E-1,16541,E,1,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_1_2,A-0,16656,A,0,SW,L2,1,1,1,1,1,1,1
mfb_sw_panel_97_2_1,A-0,16543,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_2_2,A-0,16658,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_3_1,A-3,16545,A,3,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_3_2,A-0,16660,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_4_1,A-0,16547,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_4_2,D-1,16662,D,1,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_5_1,A-0,16549,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_5_2,A-0,16664,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_6_1,A-0,16551,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_6_2,A-7,16666,A,7,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_97_7_1,A-0,16553,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_7_2,A-0,16668,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_8_1,A-0,16555,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_8_2,A-0,16670,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_9_1,A-0,16557,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_9_2,A-0,16672,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_10_1,A-0,16559,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_10_2,A-0,16674,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_11_1,A-0,16561,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_11_2,A-0,16676,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_12_1,A-0,16563,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_12_2,A-0,16678,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_13_1,A-0,16565,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_13_2,A-0,16680,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_14_1,A-0,16567,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_14_2,A-0,16682,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_15_1,A-0,16569,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_15_2,A-0,16684,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_16_1,A-0,16571,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_16_2,A-0,16686,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_17_1,A-0,16573,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_17_2,A-0,16688,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_18_1,A-0,16575,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_18_2,A-0,16690,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_19_1,A-0,16577,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_19_2,A-0,16692,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_20_1,A-0,16579,A,0,SW,L2,0,2,0,1,2,0,1
mfb_sw_panel_97_20_2,A-0,16694,A,0,SW,L2,0,2,0,1,2,0,1
mfb_sw_panel_97_21_1,A-0,16581,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_21_2,A-0,16696,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_22_1,A-0,16583,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_22_2,A-0,16698,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_23_1,A-0,16585,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_23_2,A-0,16700,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_24_1,A-0,16587,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_24_2,A-0,16702,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_25_1,A-0,16589,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_25_2,E-1,16704,E,1,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_26_1,A-0,16591,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_26_2,A-0,16706,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_27_1,A-0,16593,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_27_2,A-0,16708,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_28_1,A-0,16595,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_28_2,A-0,16710,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_29_1,A-0,16597,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_29_2,A-0,16712,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_30_1,E-1,16599,E,1,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_30_2,A-0,16714,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_97_31_1,A-0,16601,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_31_2,A-3,16716,A,3,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_32_1,A-0,16603,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_32_2,A-0,16718,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_33_1,A-0,16605,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_33_2,A-0,16720,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_34_1,A-0,16607,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_97_34_2,A-0,16722,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_97_35_1,A-0,16609,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_35_2,G-0,16724,G,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_36_1,A-0,16611,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_36_2,A-0,16726,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_37_1,A-0,16613,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_37_2,G-0,16728,G,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_38_1,A-0,16615,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_38_2,A-0,16730,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_39_1,A-0,16617,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_39_2,A-0,16732,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_40_1,A-0,16619,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_40_2,A-0,16734,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_41_1,E-1,16621,E,1,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_41_2,A-0,16736,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_42_1,A-0,16623,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_42_2,A-0,16738,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_43_1,A-0,16625,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_43_2,D-1,16740,D,1,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_44_1,A-0,16627,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_44_2,A-0,16742,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_97_45_1,A-0,16629,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_45_2,A-0,16744,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_46_1,E-1,16631,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_46_2,A-0,16746,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_47_1,A-0,16633,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_47_2,A-0,16748,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_48_1,A-0,16635,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_48_2,C-0,16750,C,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_97_49_1,A-0,16637,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_49_2,A-0,16752,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_50_1,A-0,16639,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_50_2,E-1,16754,E,1,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_51_1,A-0,16641,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_51_2,A-0,16756,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_52_1,A-0,16643,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_52_2,A-0,16758,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_53_1,A-0,16645,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_53_2,E-1,16760,E,1,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_54_1,B-0,16647,B,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_54_2,A-0,16762,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_97_55_1,A-0,16649,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_97_55_2,E-1,16764,E,1,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_97_56_1,A-0,16651,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_97_56_2,A-0,16766,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_97_57_1,A-0,16653,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_97_57_2,A-0,16768,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_98_0_1,A-0,16655,A,0,SW,L2,0,1,2,1,1,0,1
mfb_sw_panel_98_0_2,A-0,16772,A,0,SW,L2,1,1,1,1,1,1,1
mfb_sw_panel_98_1_1,A-0,16657,A,0,SW,L2,1,1,1,1,1,1,1
mfb_sw_panel_98_1_2,C-0,16774,C,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_2_1,A-0,16659,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_2_2,A-0,16776,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_3_1,A-0,16661,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_3_2,A-0,16778,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_4_1,A-0,16663,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_4_2,A-0,16780,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_5_1,A-0,16665,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_5_2,A-0,16782,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_6_1,A-0,16667,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_6_2,A-0,16784,A,0,SW,L2,0,1,0,1,1,0,1
mfb_sw_panel_98_7_1,A-0,16669,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_7_2,A-0,16786,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_8_1,E-1,16671,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_8_2,A-0,16788,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_9_1,A-0,16673,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_9_2,A-0,16790,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_10_1,A-0,16675,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_10_2,A-0,16792,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_11_1,A-0,16677,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_11_2,A-0,16794,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_12_1,E-1,16679,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_12_2,A-0,16796,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_13_1,A-0,16681,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_13_2,A-0,16798,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_14_1,A-0,16683,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_14_2,A-0,16800,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_15_1,A-0,16685,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_15_2,A-0,16802,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_16_1,A-0,16687,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_16_2,A-0,16804,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_17_1,A-0,16689,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_17_2,E-1,16806,E,1,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_18_1,A-0,16691,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_18_2,A-0,16808,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_19_1,A-0,16693,A,0,SW,L2,0,1,0,1,2,0,2
mfb_sw_panel_98_19_2,A-0,16810,A,0,SW,L2,0,1,0,1,2,0,1
mfb_sw_panel_98_20_1,A-0,16695,A,0,SW,L2,0,2,0,1,2,0,1
mfb_sw_panel_98_20_2,A-0,16812,A,0,SW,L2,0,2,0,1,2,0,1
mfb_sw_panel_98_21_1,A-0,16697,A,0,SW,L2,0,2,0,1,2,0,1
mfb_sw_panel_98_21_2,A-0,16814,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_22_1,A-0,16699,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_22_2,A-0,16816,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_23_1,A-0,16701,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_23_2,A-0,16818,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_24_1,A-0,16703,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_24_2,A-0,16820,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_25_1,A-0,16705,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_25_2,A-0,16822,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_26_1,A-0,16707,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_26_2,A-0,16824,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_27_1,A-0,16709,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_27_2,A-0,16826,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_28_1,A-0,16711,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_28_2,A-0,16828,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_29_1,B-0,16713,B,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_29_2,A-0,16830,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_30_1,A-0,16715,A,0,SW,L2,0,2,0,2,2,0,1
mfb_sw_panel_98_30_2,A-0,16832,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_31_1,A-0,16717,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_31_2,A-0,16834,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_32_1,A-0,16719,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_32_2,A-0,16836,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_33_1,E-1,16721,E,1,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_33_2,A-0,16838,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_34_1,A-0,16723,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_34_2,A-0,16840,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_98_35_1,A-0,16725,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_35_2,G-0,16842,G,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_36_1,A-0,16727,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_36_2,A-0,16844,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_37_1,A-0,16729,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_37_2,A-0,16846,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_38_1,A-0,16731,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_38_2,B-0,16848,B,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_39_1,A-0,16733,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_39_2,A-0,16850,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_40_1,A-0,16735,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_40_2,A-0,16852,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_41_1,A-0,16737,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_41_2,A-0,16854,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_42_1,A-0,16739,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_42_2,A-0,16856,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_43_1,A-0,16741,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_43_2,A-0,16858,A,0,SW,L2,0,2,0,1,2,0,2
mfb_sw_panel_98_44_1,A-0,16743,A,0,SW,L2,0,2,0,1,1,0,2
mfb_sw_panel_98_44_2,A-0,16860,A,0,SW,L2,0,2,0,1,1,0,2
mfb_sw_panel_98_45_1,A-0,16745,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_45_2,C-0,16862,C,0,SW,L2,0,2,0,1,1,0,2
mfb_sw_panel_98_46_1,A-0,16747,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_46_2,A-0,16864,A,0,SW,L2,0,2,0,1,1,0,2
mfb_sw_panel_98_47_1,A-3,16749,A,3,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_98_47_2,A-0,16866,A,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_48_1,A-0,16751,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_98_48_2,A-0,16868,A,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_49_1,A-0,16753,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_98_49_2,A-0,16870,A,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_50_1,A-0,16755,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_98_50_2,G-0,16872,G,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_51_1,A-0,16757,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_98_51_2,A-0,16874,A,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_52_1,G-0,16759,G,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_98_52_2,A-0,16876,A,0,SW,L2,0,2,0,2,1,0,2
mfb_sw_panel_98_53_1,A-0,16761,A,0,SW,L2,0,1,0,2,1,0,2
